1.4400
30.8753,0.5928,37.3951,0.8472,-53.62, 
31.4673,0.5912,38.2431,0.8488,-53.04, 
32.0578,0.5899,39.0926,0.8501,-52.44, 
32.6471,0.5886,39.9433,0.8514,-51.84, 
33.2351,0.5875,40.7953,0.8525,-51.24, 
33.8220,0.5863,41.6484,0.8537,-50.63, 
34.4079,0.5854,42.5025,0.8546,-50.01, 
34.9929,0.5845,43.3575,0.8555,-49.40, 
35.5771,0.5839,44.2133,0.8561,-48.77, 
36.1606,0.5832,45.0698,0.8568,-48.15, 
36.7436,0.5827,45.9268,0.8573,-47.52, 
37.3261,0.5822,46.7843,0.8578,-46.89, 
37.9082,0.5820,47.6422,0.8580,-46.26, 
38.4901,0.5818,48.5003,0.8582,-45.62, 
39.0718,0.5817,49.3586,0.8583,-44.99, 
39.6535,0.5817,50.2169,0.8583,-44.36, 
40.2353,0.5818,51.0751,0.8582,-43.72, 
40.8172,0.5820,51.9332,0.8580,-43.09, 
41.3994,0.5824,52.7910,0.8576,-42.46, 
41.9821,0.5830,53.6483,0.8570,-41.83, 
42.5654,0.5836,54.5050,0.8564,-41.20, 
43.1493,0.5843,55.3611,0.8557,-40.58, 
43.7338,0.5848,56.2166,0.8552,-39.96, 
44.3190,0.5855,57.0714,0.8545,-39.34, 
44.9048,0.5860,57.9256,0.8540,-38.72, 
45.4911,0.5867,58.7793,0.8533,-38.11, 
46.0781,0.5873,59.6323,0.8527,-37.50, 
46.6657,0.5879,60.4847,0.8521,-36.90, 
47.2539,0.5885,61.3365,0.8515,-36.29, 
47.8428,0.5892,62.1876,0.8508,-35.69, 
48.4323,0.5898,63.0381,0.8502,-35.09, 
49.0224,0.5905,63.8880,0.8495,-34.50, 
49.6132,0.5911,64.7372,0.8489,-33.90, 
50.2046,0.5918,65.5858,0.8482,-33.31, 
50.7967,0.5924,66.4337,0.8476,-32.73, 
51.3894,0.5931,67.2810,0.8469,-32.15, 
51.9828,0.5937,68.1276,0.8463,-31.56, 
52.5769,0.5944,68.9735,0.8456,-30.99, 
53.1716,0.5951,69.8188,0.8449,-30.41, 
53.7670,0.5958,70.6634,0.8442,-29.84, 
54.3632,0.5965,71.5072,0.8435,-29.27, 
54.9600,0.5972,72.3504,0.8428,-28.71, 
55.5576,0.5979,73.1928,0.8421,-28.15, 
56.1558,0.5986,74.0346,0.8414,-27.59, 
56.7548,0.5993,74.8756,0.8407,-27.04, 
57.3545,0.6001,75.7159,0.8399,-26.49, 
57.9550,0.6008,76.5554,0.8392,-25.94, 
58.5562,0.6016,77.3942,0.8384,-25.39, 
59.1581,0.6023,78.2323,0.8377,-24.85, 
59.7608,0.6031,79.0696,0.8369,-24.31, 
60.3643,0.6038,79.9061,0.8362,-23.78, 
60.9685,0.6046,80.7419,0.8354,-23.25, 
61.5735,0.6054,81.5769,0.8346,-22.72, 
62.1793,0.6062,82.4111,0.8338,-22.20, 
62.7858,0.6069,83.2446,0.8331,-21.68, 
63.3932,0.6078,84.0772,0.8322,-21.16, 
64.0013,0.6085,84.9091,0.8315,-20.65, 
64.6102,0.6093,85.7402,0.8307,-20.14, 
65.2199,0.6101,86.5705,0.8299,-19.63, 
65.8305,0.6110,87.3999,0.8290,-19.13, 
66.4418,0.6117,88.2286,0.8283,-18.63, 
67.0539,0.6126,89.0565,0.8274,-18.14, 
67.6669,0.6133,89.8835,0.8267,-17.65, 
68.2807,0.6142,90.7097,0.8258,-17.16, 
68.8952,0.6150,91.5352,0.8250,-16.68, 
69.5106,0.6158,92.3598,0.8242,-16.20, 
70.1269,0.6166,93.1835,0.8234,-15.72, 
70.7439,0.6175,94.0065,0.8225,-15.25, 
71.3617,0.6182,94.8287,0.8218,-14.78, 
71.9804,0.6191,95.6500,0.8209,-14.32, 
72.5999,0.6199,96.4705,0.8201,-13.86, 
73.2202,0.6207,97.2902,0.8193,-13.40, 
73.8414,0.6215,98.1090,0.8185,-12.95, 
74.4633,0.6224,98.9271,0.8176,-12.50, 
75.0861,0.6232,99.7443,0.8168,-12.05, 
75.7097,0.6240,100.5607,0.8160,-11.61, 
76.3341,0.6248,101.3763,0.8152,-11.17, 
76.9593,0.6257,102.1911,0.8143,-10.74, 
77.5854,0.6264,103.0050,0.8136,-10.31, 
78.2122,0.6273,103.8182,0.8127,-9.88, 
78.8399,0.6280,104.6305,0.8120,-9.46, 
79.4683,0.6289,105.4421,0.8111,-9.04, 
80.0976,0.6296,106.2528,0.8104,-8.62, 
80.7276,0.6305,107.0628,0.8095,-8.21, 
81.3585,0.6312,107.8719,0.8088,-7.80, 
81.9901,0.6321,108.6803,0.8079,-7.40, 
82.6225,0.6328,109.4879,0.8072,-7.00, 
83.2558,0.6336,110.2946,0.8064,-6.60, 
83.8897,0.6344,111.1007,0.8056,-6.20, 
84.5245,0.6352,111.9059,0.8048,-5.81, 
85.1601,0.6359,112.7103,0.8041,-5.43, 
85.7964,0.6367,113.5140,0.8033,-5.04, 
86.4334,0.6374,114.3170,0.8026,-4.66, 
87.0713,0.6382,115.1191,0.8018,-4.29, 
87.7098,0.6389,115.9206,0.8011,-3.91, 
88.3492,0.6397,116.7212,0.8003,-3.54, 
88.9892,0.6404,117.5212,0.7996,-3.18, 
89.6300,0.6412,118.3204,0.7988,-2.81, 
90.2716,0.6419,119.1188,0.7981,-2.45, 
90.9138,0.6426,119.9166,0.7974,-2.10, 
91.5568,0.6433,120.7136,0.7967,-1.74, 
92.2005,0.6441,121.5099,0.7959,-1.39, 
92.8449,0.6447,122.3055,0.7953,-1.05, 
93.4900,0.6455,123.1004,0.7945,-0.70, 
94.1358,0.6461,123.8946,0.7939,-0.36, 
94.7823,0.6469,124.6881,0.7931,-0.03, 
95.4295,0.6475,125.4809,0.7925, 0.31, 
96.0773,0.6482,126.2731,0.7918, 0.64, 
96.7258,0.6488,127.0646,0.7912, 0.97, 
97.3757,0.6509,127.8547,0.7891, 1.29, 
98.0273,0.6522,128.6431,0.7878, 1.60,raiselift
98.6804,0.6541,129.4300,0.7859, 1.91, 
99.3351,0.6553,130.2153,0.7847, 2.21, 
99.9914,0.6572,130.9990,0.7828, 2.50, 
100.6491,0.6583,131.7813,0.7817, 2.78, 
101.3082,0.6600,132.5622,0.7800, 3.06, 
101.9688,0.6610,133.3416,0.7790, 3.34, 
102.6306,0.6627,134.1198,0.7773, 3.60, 
103.2938,0.6636,134.8966,0.7764, 3.86, 
103.9583,0.6653,135.6721,0.7747, 4.12, 
104.6240,0.6661,136.4464,0.7739, 4.37, 
105.2909,0.6677,137.2195,0.7723, 4.61, 
105.9589,0.6684,137.9915,0.7716, 4.85, 
106.6281,0.6699,138.7623,0.7701, 5.08, 
107.2984,0.6706,139.5320,0.7694, 5.31, 
107.9698,0.6721,140.3006,0.7679, 5.53, 
108.6422,0.6727,141.0682,0.7673, 5.75, 
109.3156,0.6741,141.8348,0.7659, 5.96, 
109.9900,0.6747,142.6004,0.7653, 6.17, 
110.6653,0.6760,143.3651,0.7640, 6.38, 
111.3416,0.6766,144.1288,0.7634, 6.58, 
112.0189,0.6779,144.8915,0.7621, 6.77, 
112.6970,0.6784,145.6534,0.7616, 6.96, 
113.3759,0.6796,146.4145,0.7604, 7.15, 
114.0557,0.6800,147.1747,0.7600, 7.34, 
114.7364,0.6812,147.9340,0.7588, 7.52, 
115.4178,0.6816,148.6926,0.7584, 7.69, 
116.1000,0.6828,149.4504,0.7572, 7.87, 
116.7830,0.6832,150.2074,0.7568, 8.04, 
117.4667,0.6843,150.9637,0.7557, 8.20, 
118.1512,0.6846,151.7192,0.7554, 8.37, 
118.8363,0.6857,152.4741,0.7543, 8.53, 
119.5222,0.6860,153.2282,0.7540, 8.68, 
120.2087,0.6871,153.9817,0.7529, 8.84, 
120.8959,0.6873,154.7345,0.7527, 8.99, 
121.5837,0.6883,155.4867,0.7517, 9.13, 
122.2722,0.6886,156.2382,0.7514, 9.28, 
122.9613,0.6896,156.9891,0.7504, 9.42, 
123.6510,0.6898,157.7394,0.7502, 9.56, 
124.3412,0.6908,158.4892,0.7492, 9.70, 
125.0321,0.6910,159.2383,0.7490, 9.83, 
125.7235,0.6919,159.9869,0.7481, 9.96, 
126.4155,0.6921,160.7349,0.7479,10.09, 
127.1080,0.6930,161.4824,0.7470,10.21, 
127.8010,0.6931,162.2294,0.7469,10.34, 
128.4946,0.6940,162.9758,0.7460,10.46, 
129.1887,0.6941,163.7217,0.7459,10.58, 
129.8832,0.6950,164.4672,0.7450,10.69, 
130.5783,0.6951,165.2121,0.7449,10.81, 
131.2738,0.6960,165.9566,0.7440,10.92, 
131.9698,0.6960,166.7006,0.7440,11.03, 
132.6663,0.6969,167.4441,0.7431,11.14, 
133.3632,0.6970,168.1872,0.7430,11.24, 
134.0606,0.6978,168.9298,0.7422,11.35, 
134.7584,0.6978,169.6720,0.7422,11.45, 
135.4566,0.6986,170.4138,0.7414,11.55, 
136.1552,0.6987,171.1552,0.7413,11.65, 
136.8543,0.6994,171.8961,0.7406,11.74, 
137.5537,0.6995,172.6367,0.7405,11.84, 
138.2536,0.7002,173.3768,0.7398,11.93, 
138.9538,0.7002,174.1166,0.7398,12.02, 
139.6544,0.7010,174.8560,0.7390,12.11, 
140.3554,0.7010,175.5950,0.7390,12.20, 
141.0568,0.7017,176.3336,0.7383,12.28, 
141.7585,0.7017,177.0719,0.7383,12.37, 
142.4606,0.7025,177.8098,0.7375,12.45, 
143.1630,0.7024,178.5474,0.7376,12.53, 
143.8658,0.7031,179.2846,0.7369,12.61, 
144.5689,0.7031,180.0215,0.7369,12.68, 
145.2724,0.7038,180.7580,0.7362,12.76, 
145.9762,0.7038,181.4942,0.7362,12.84, 
146.6803,0.7045,182.2301,0.7355,12.91, 
147.3848,0.7044,182.9656,0.7356,12.98, 
148.0895,0.7051,183.7009,0.7349,13.05, 
148.7946,0.7050,184.4358,0.7350,13.12, 
149.4999,0.7057,185.1705,0.7343,13.18, 
150.2056,0.7056,185.9048,0.7344,13.25, 
150.9116,0.7063,186.6388,0.7337,13.31, 
151.6178,0.7062,187.3726,0.7338,13.38, 
152.3244,0.7069,188.1060,0.7331,13.44, 
153.0312,0.7068,188.8392,0.7332,13.50, 
153.7384,0.7074,189.5720,0.7326,13.56, 
154.4458,0.7073,190.3046,0.7327,13.62, 
155.1534,0.7080,191.0370,0.7320,13.67, 
155.8614,0.7079,191.7690,0.7321,13.73, 
156.5696,0.7085,192.5008,0.7315,13.78, 
157.2781,0.7084,193.2323,0.7316,13.83, 
157.9868,0.7091,193.9636,0.7309,13.89, 
158.6958,0.7089,194.6946,0.7311,13.94, 
159.4051,0.7096,195.4253,0.7304,13.99, 
160.1146,0.7094,196.1558,0.7306,14.03, 
160.8243,0.7101,196.8861,0.7299,14.08, 
161.5343,0.7099,197.6161,0.7301,14.13, 
162.2446,0.7106,198.3458,0.7294,14.17, 
162.9551,0.7104,199.0753,0.7296,14.22, 
163.6658,0.7110,199.8046,0.7290,14.26, 
164.3768,0.7109,200.5336,0.7291,14.30, 
165.0880,0.7115,201.2624,0.7285,14.34, 
165.7994,0.7114,201.9910,0.7286,14.38, 
166.5110,0.7120,202.7194,0.7280,14.42, 
167.2229,0.7118,203.4475,0.7282,14.45, 
167.9351,0.7124,204.1753,0.7276,14.49, 
168.6474,0.7123,204.9030,0.7277,14.53, 
169.3600,0.7129,205.6304,0.7271,14.56, 
170.0727,0.7127,206.3577,0.7273,14.59, 
170.7857,0.7133,207.0847,0.7267,14.62, 
171.4990,0.7131,207.8114,0.7269,14.66, 
172.2124,0.7137,208.5380,0.7263,14.69, 
172.9260,0.7136,209.2644,0.7264,14.72, 
173.6399,0.7142,209.9905,0.7258,14.74, 
174.3540,0.7140,210.7164,0.7260,14.77, 
175.0675,0.7131,211.4414,0.7240,14.80, 
175.7792,0.7101,212.1640,0.7212,14.82, 
176.4874,0.7064,212.8828,0.7163,14.85, 
177.1909,0.7005,213.5963,0.7107,14.87, 
177.8881,0.6939,214.3031,0.7029,14.89, 
178.5776,0.6852,215.0017,0.6944,14.91, 
179.2580,0.6757,215.6908,0.6837,14.93, 
179.9279,0.6640,216.3687,0.6723,14.95, 
180.5858,0.6517,217.0342,0.6587,14.97, 
181.2302,0.6372,217.6858,0.6444,14.98, 
181.8605,0.6234,218.3227,0.6294,15.00, 
182.4766,0.6088,218.9450,0.6152,15.01, 
183.0785,0.5950,219.5527,0.6002,15.03, 
183.6662,0.5804,220.1458,0.5860,15.04, 
184.2397,0.5666,220.7243,0.5710,15.05, 
184.7990,0.5520,221.2882,0.5568,15.06, 
185.3440,0.5381,221.8376,0.5419,15.07, 
185.8748,0.5235,222.3724,0.5277,15.08, 
186.3914,0.5096,222.8926,0.5128,15.09, 
186.8937,0.4950,223.3983,0.4986,15.10, 
187.3818,0.4811,223.8894,0.4837,15.10, 
187.8556,0.4665,224.3660,0.4695,15.11, 
188.3151,0.4526,224.8281,0.4546,15.12, 
188.7603,0.4379,225.2757,0.4405,15.12, 
189.1912,0.4240,225.7088,0.4256,15.13, 
189.6079,0.4093,226.1273,0.4115,15.13, 
190.0102,0.3954,226.5314,0.3966,15.13, 
190.3982,0.3807,226.9210,0.3825,15.14, 
190.7719,0.3667,227.2961,0.3677,15.14, 
191.1313,0.3520,227.6567,0.3536,15.14, 
191.4763,0.3381,228.0029,0.3387,15.15, 
191.8070,0.3233,228.3346,0.3247,15.15, 
192.1234,0.3094,228.6518,0.3098,15.15, 
192.4254,0.2947,228.9546,0.2957,15.15, 
192.7131,0.2807,229.2429,0.2809,15.15, 
192.9864,0.2659,229.5168,0.2669,15.16, 
193.2453,0.2520,229.7763,0.2520,15.16, 
193.4899,0.2372,230.0213,0.2380,15.16, 
193.7201,0.2232,230.2519,0.2232,15.16, 
193.9360,0.2085,230.4680,0.2091,15.16, 
194.1375,0.1945,230.6697,0.1943,15.16, 
194.3246,0.1797,230.8570,0.1803,15.16, 
194.4973,0.1657,231.0299,0.1655,15.16, 
194.6556,0.1510,231.1884,0.1514,15.16, 
194.7996,0.1369,231.3324,0.1367,15.16, 
194.9291,0.1222,231.4621,0.1226,15.16, 
195.0443,0.1082,231.5773,0.1078,15.16, 
195.1451,0.0934,231.6781,0.0938,15.16, 
195.2314,0.0794,231.7646,0.0790,15.16, 
195.3041,0.0660,231.8373,0.0664,15.16, 
195.3646,0.0549,231.8978,0.0545,15.16, 
195.4143,0.0444,231.9475,0.0448,15.16, 
195.4546,0.0362,231.9878,0.0358,15.16, 
195.4870,0.0286,232.0202,0.0290,15.16, 
195.5129,0.0232,232.0461,0.0229,15.16, 
195.5338,0.0185,232.0670,0.0189,15.16, 
195.5511,0.0160,232.0843,0.0157,15.16, 
195.5662,0.0142,232.0994,0.0146,15.16, 
195.5734,0.0000,232.1066,0.0000,15.16, 
